Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELÉFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
828002423|DISCOLMETS|153|15232_153|BOYACÁ|CHÍQUIZA|ALIADA|15232|ESE MUNICIPAL CHÍQUIZA|ESE CENTRO DE SALUD SAN PEDRO DE IGUAQUE|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|DOMINGO A DOMINGO: 8:00 AM 5:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
828002423|DISCOLMETS|155|15180_155|BOYACÁ|CHISCAS|PROPIA|15180|SF DISCOLMEDICA CHISCAS|CALLE 4 N° 2 49|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM / SÁBADO: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||2,65|75633|
828002423|DISCOLMETS|156|15183_156|BOYACÁ|CHITA|PROPIA|15183|SF DISCOLMEDICA CHITA|CALLE 4 N° 5 05|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM / SÁBADO: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||1,93048|762164|
828002423|DISCOLMETS|158|15187_158|BOYACÁ|CHIVATÁ|ALIADA|15187|DROGUERIA LA ROKA|CRA 4 NO 5 60 DROGUERIA LA ROKA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes 8:00am 12:00pm y 2:00pm 5:00pm. Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,14587909414062|7.25709E+14|
900249425|PHARMASAN|159|68190_159|SANTANDER|CIMITARRA|PROPIA|68190|PHARMASAN CIMITARRA|Carrera 6 # 3 124 Local 2 Edificio Sándalo|PUNTO FÍSICO|NO APLICA|3142781182|Lunes a Viernes 8 :00 am a 4:00 pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||6.40972961|74.1703043|4
828002423|DISCOLMETS|160|41206_160|HUILA|COLOMBIA|ALIADA|41206|DROGUERIA CR|Calle 7 # 3 33|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,31917310897571|7.25615E+14|
900249425|PHARMASAN|161|68207_161|SANTANDER|CONCEPCION|PROPIA|68207|PHARMASAN CONCEPCION|Calle 6 # 2 69 Barrio Centro|PUNTO FÍSICO|NO APLICA|3125895206|Lunes a Viernes: 8:00am 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.76062337|72.6181573|2
900994906|HUMSALUD|162|27205_162|CHOCÓ|CONDOTO|PROPIA|27205|SF HUMSALUD CONDOTO|Cra 7 No. 12 22 Barrio la Union|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes 7:00 am 5:00 pm Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI||SD|SD|1
900331412|GENHOSPI|163|52207_163|NARIÑO|CONSACA|ALIADA|52207|DROGUERIA LOS HEROES|CRA 3 NO. 8 39 SAN VICENTE|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||5,29639|75055|
900331412|GENHOSPI|164|52210_164|NARIÑO|CONTADERO|ALIADA|52210|DROG. MUNDOFAMRA CONTADERO|CARRERA 3 NRO 3 42 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|166|15215_166|BOYACÁ|CORRALES|PROPIA|15215|SF DISCOLMEDICA CORRALES|CALLE 8 No 4 12 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM / SÁBADO: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,87633305531|7.35734E+11|
900716566|INSUMEDIC|167|25214_167|CUNDINAMARCA|COTA|PROPIA|25214|DISPENSARIO INSUMEDIC COTA|calle 11 1 00 local 002 Pueblo viejo|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|A partir del 1 de diciembre cambio punto de dispensación|SD|SD|1
828002423|DISCOLMETS|168|15218_168|BOYACÁ|COVARACHÍA|ALIADA|15218|DROGUERIA COVARACHIA|CRA 1 # 3 25 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM /SÁBADO: 9:00 AM 1:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||2,54362|758076|
900057926|MEDICINA Y TECNOLOGIA EN SALUD MYT|169|81220_169|ARAUCA|CRAVO NORTE|PROPIA|81220|FARMACIA MYT SEDE CRAVO NORTE|Calle 3a # 3 77 B Centro|PUNTO FÍSICO|NO APLICA|3204912893|Lunes a Viernes 7 am a 12 am y 2 pm a 6 pm Sabado 8 a 11 am|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||5.767815427435249|72.94077381|
828002423|DISCOLMETS|168|15223_168|BOYACÁ|CUBARA|DOMICILIO|15223|DISCOLMETS|DOMICILIO|DOMICILIO|316 8301242|316 8301242|Lunes - viernes 8:00am - 12:30pm y de 2 a 5 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15572_168|BOYACÁ|PUERTO BOYACA|PROPIA|15572|DISCOLMETS|CARRERA 2 N° 11-30 CENTRO|PUNTO FÍSICO|3186082819|3186082819|Lunes -Viernes 7:30 A 12:00 M Y DE 1:30 A 4:00 PM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15599_168|BOYACÁ|RAMIRIQUI|ALIADO|15599|CONVENIO RAMIRIQUI|CALLE 7 # 4 - 24 DROGAS EL DESCUENTO|PUNTO FÍSICO|3175112634|3175112634|L-V 8:00 AM -12:00 PM Y 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15816_168|BOYACÁ|TOGÛI|ALIADO|15816|CONVENIO TOGUI|CARRERA 3# 1-58 ESE DE TOGUI CENTRO|PUNTO FÍSICO|3175112634|3175112634|L-V 8:00 AM -12:00 PM Y 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15839_168|BOYACÁ|TUTAZA|DOMICILIO|15839|DISCOLMETS_TUTAZA|DOMICILIO|DOMICILIO|316 8301242|316 8301242|Lunes - viernes 8:00am - 12:30pm y de 2 a 5 pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15757_168|BOYACÁ|SOCHA|PROPIA|15757|DISCOLMETS_SOCHA|CALLE 7 # 7 - 24|PUNTO FÍSICO|3152944291|3152944291|L-V 8:00AM -12:00PM Y 2:00PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15322_168|BOYACÁ|GUATEQUE|PROPIA|15322|DISCOLMETS_GUATEQUE|CARRERA 5 # 7 - 13|PUNTO FÍSICO|3174362920|3174362920|L-V 7:00AM -12:00PM Y 2:00PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15455_168|BOYACÁ|MIRAFLORES|PROPIA|15455|DISCOLMETS_MIRAFLORES|CARRERA 6 # 3 - 13|PUNTO FÍSICO|3175112634|3175112634|L-V 8:00AM -12:00PM Y 2:00PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15480_168|BOYACÁ|MUZO|PROPIA|15480|DISCOLMETS_MUZO|Calle 4 N° 3-7 LOCAL 1|PUNTO FÍSICO|3176373287|3176373287|L-V 8:00 AM -12:00 PM Y 2:00 PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15842_168|BOYACÁ|ÚMBITA|PROPIA|15403|DISCOLMETS_ÚMBITA|CARRERA 7 # 4-123 ESE CENTRO DE SALUD UMBITA|PUNTO FÍSICO|3174362920|3174362920|L-V 8:00AM - 12 :PM Y 2_2:00PM A 5:00PM S: 8:00AM A 11: 00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15531_168|BOYACÁ|PAUNA|PROPIA|15531|DISCOLMETS_PAUNA|CARRERA 4 # 5 - 23|PUNTO FÍSICO|3176373287|3176373287|L-V 8:00AM -12:00PM Y DE 2:00PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15806_168|BOYACÁ|TIBASOSA|PROPIA|15806|DISCOLMETS_TIBASOSA|CARRERA 9 # 2 - 62|PUNTO FÍSICO|3152944291|3152944291|L-V 8:00AM -12:00PM Y 2:00PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15244_168|BOYACÁ|EL COCUY|PROPIA|15244|DISCOLMETS_EL COCUY|CARRERA 4 # 6 - 75|PUNTO FÍSICO|3164725119|3164725119|L-V 8:00AM -12:00PM Y 2:00PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|168|15332_168|BOYACÁ|GUICAN DE LA SIERRA|PROPIA|15332|DISCOLMETS_GUICAN DE LA SIERRA|CARRERA 5 # 5 - 46|PUNTO FÍSICO|3164725119|3164725119|L-V 8:00AM -12:00PM Y 2:00PM - 5:00PM SAB: 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|171|15224_171|BOYACÁ|CUCAITA|ALIADA|15224|ESE MUNICIPAL DE CUCAITA|CALLE 9 N 7 38|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes 8:00am 12:00pm y 2:00pm 5:00pm. / Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||2,02484|759925|
900249425|PHARMASAN|150|54172_54174|NORTE DE SANTANDER|CHITAGA|ALIADA|54174|PHARMASAN Insercoop|Calle 6 # 7 - 54 Barrio El Puerto|PUNTO FÍSICO|NO APLICA|3117121925|L - V 8:00 am a 1:00 pm y 2:00 pm a 5:00 pm S 8:00 am a 2:00 pm D 7:00 am a 12:00 m Festivos no hay servicio|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||7.05161677|-72.525448|1
900249425|PHARMASAN|172|54001_172|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN CUCUTA DG SANTANDER|Diagonal Santander # 8 54/56/58 Piso 1|PUNTO FÍSICO|NO APLICA|3125894824|Lunes a Viernes 8:00am 7:00 am a 5:00 pm // SABADO 8:00 am a 12:00 pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.88977|72.49696|25
900249425|PHARMASAN|173|54001_173|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN CUCUTA CAOBOS|Calle 18 # 0E 45 Barrio Caobos|PUNTO FÍSICO|NO APLICA|3125894747|Lunes a Viernes 8:00am 7:00 am a 5:00 pm // SABADO 8:00 am a 12:00 pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO|En proceso de cambio de local|7.87972|72.496793|10
900249425|PHARMASAN|174|54001_174|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN CUCUTA QUINTA ORIENTAL|Calle 6 # 9E 119 Quinta Oriental|PUNTO FÍSICO|NO APLICA|3232250505|Lunes a Viernes 8:00am 7:00 am a 5:00 pm // SABADO 8:00 am a 12:00 pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.89495|72.49072|9
900249425|PHARMASAN|174|54206_174|NORTE DE SANTANDER|CONVENCIÓN|ALIADA|54206|Drogueria Magreth|Calle 4 # 10 - 23 Barrio La Plazuela|PUNTO FÍSICO|NO APLICA|3147127522|L - V 7:00 am a 5:00 pm // S 8:00 am a 12:00 m|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||8.8731599|-73.200078|1
828002423|DISCOLMETS|175|15226_175|BOYACÁ|CUÍTIVA|ALIADA|15226|ESE LAGO SALUD CUITIVA|CALLE 4 # 4 14|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||2,45|75767|
890985122|COHAN|179|15238_179|BOYACÁ|DUITAMA|PROPIA|15238|SF COHAN DUITAMA|Cra 14 # 15 55|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 7:00 AM A 6:00 PM S 7:00 AM A 1:00 M|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||5.558602306633299|73.05064703|
900249425|PHARMASAN|180|54239_180|NORTE DE SANTANDER|DURANIA|ALIADA|54239|INTEGRADOS|Calle 7 # 4 05 Frente al Hospitan san miguel|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||7.746993206|72.6720807|1
800149695|CRUZ VERDE|181|47245_181|MAGDALENA|EL BANCO|ALIADA|47245|ECONOMIA 21 D528 EL BANCO (CALLE NUEVA)|CALLE 7 NO 2A 50|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8:00 AM 05:00 PM SABADO 8:00 AM 05:00 PM DOMINGOS Y FESTIVOS 8:00 AM 05:00 PM|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||1,85297434352|7.6049E+11|
900249425|PHARMASAN|182|68235_182|SANTANDER|EL CARMEN DE CHUCURI|PROPIA|68235|PHARMASAN EL CARMEN DE CHUCURI|Carrera 2 # 4 33 Barrio Centro|PUNTO FÍSICO|NO APLICA|3142778572|Lunes a Viernes 8:00 am a 12:00 m 1:00 pm a 4:00 pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.664260002|73.5647529|2
800149695|CRUZ VERDE|185|18247_185|CAQUETÁ|EL DONCELLO|ALIADA|18247|IPS MUTUAL EL DONCELLO|Carrera 3 N° 3 29 B/ Simon Bolivar|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 07:00AM A 05:00PM JORNADA CONTINUNA SABADO 08:00AM A 11:00AM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||4,31486|7208346|
800149695|CRUZ VERDE|186|18256_186|CAQUETÁ|EL PAUJIL|ALIADA|18256|IPS MUTUAL EL PAUJIL|Calle 5 # 7 37 B/Las Brisas|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 07:00AM A 12PM 1PM A 5PM SABADO 08:00AM A 11:00AM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||4,08636|72953738|
900331412|GENHOSPI|187|52254_187|NARIÑO|EL PEÑOL|ALIADA|52254|DROGUERIA CLINIDROGAS|CALLE CENTRAL|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||sd|sd|
900331412|GENHOSPI|189|52258_189|NARIÑO|EL TABLON DE GOMEZ|ALIADA|52258|DROGUERIA SUPERFARMA BOLAÑOS|BARRIO AVENIDA LOS ESTUDIANTES CALLE 6 1B 44 Corregimiento Las Mesas|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||2,783|75267|
900249425|PHARMASAN|190|54261_190|NORTE DE SANTANDER|EL ZULIA|PROPIA|54261|PHARMASAN EL ZULIA|Av. 1 # 7 11 Barrio Centro|PUNTO FÍSICO|NO APLICA|3103138121|Lunes a Viernes 7:00 am a 5:00 pm // Sabado 8:00 am a 12:00 pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|191|41244_191|HUILA|ELÍAS|ALIADA|41244|ESE HOSPITAL SAN FRANCISCO DE ASIS|CALLE 1 # 6 71|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5.698289685956658|73.76730444|
900249425|PHARMASAN|192|68266_192|SANTANDER|ENCISO|PROPIA|68266|PHARMASAN ENCISO|Carrera 3 # 3 - 51 Piso 1 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||5,58359189812|7.35426E+11|
890985122|COHAN|193|5266_193|ANTIOQUIA|ENVIGADO|PROPIA|5266|SF COHAN ENVIGADO|Cra 41 # 38 sur 61|PUNTO FÍSICO|NO APLICA|6043228582|Lunes a Viernes 7:00 am a 5:00 pm // Sabado 8:00 am a 12:00 pm|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||1,99134|760458|
800149695|CRUZ VERDE|194|05266_194|ANTIOQUIA|ENVIGADO|ALIADA|5266|DROPOPULAR S.A BOTICA JUNIN ENVIGADO 2|CARRERA 42 NO 36 SUR 49 DROGUERIA|PUNTO FÍSICO|NO APLICA|18000910545|24 Horas|SI|NO|SI|NO|NO|SI|PBS|NO|SI|SI||5.4904013665841775|73.48663909|
800149695|CRUZ VERDE|195|05266_195|ANTIOQUIA|ENVIGADO|PROPIA|5266|CRUZ VERDE ENVIGADO CALLE 38|Calle 38 sur # 43 75|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 7:00 am a 8:00 pm /Domingos y festivos 9:00 am a 5:00 pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|SI||6,01897480756|7.35454E+11|
800149695|CRUZ VERDE|196|05266_196|ANTIOQUIA|ENVIGADO|PROPIA|5266|CRUZ VERDE ENVIGADO CALLE 38|Calle 38 sur # 43 75|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 7:00 am a 8:00 pm /Domingos y festivos 9:00 am a 5:00 pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
816001182|AUDIFARMA|197|73268_197|TOLIMA|ESPINAL|PROPIA|73268|CAF ESPINAL|CALLE 10 # 8 81/83|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 7:00 PMSÁBADO: 7:00 AM 2:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|198|73268_198|TOLIMA|ESPINAL|ALIADA|73268|COPIFAM ESPINAL|Cra 4 #7 87|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A SABADO 8:00 AM 12:30 DE 2:00 A 6:00 PM DOMINGOS Y FESTIVOS 8:00 AM 12:30 DE 2:00 A 6:00 PM|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||6,40168195892|7.25553E+11|
816001182|AUDIFARMA|199|25269_199|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CAF SANTA RITA|CALLE 4 # 3 81|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 6:00 PM SÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||2,11028|747686|
800149695|CRUZ VERDE|200|25269_200|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CRUZ VERDE FACATATIVÁ|Carrera 2 # 7 146|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 8:00 am a 7:00 pm /Domingos y festivos 9:00 am a 6:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||2,93736|755868|
800149695|CRUZ VERDE|201|25269_201|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CRUZ VERDE CRA 5 FACATATIVÁ|Carrera 5 # 11 18|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Viernes 08:00 am 05:00 pm / Sábados 08:00 am 01:00 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||6,05075415776536|7.34889E+14|
800149695|CRUZ VERDE|202|25269_202|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CRUZ VERDE IBERIA FACA|Carrera 2 # 7 03|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 7:00 am a 5:00 pm / Sábados 7:00 am a 1:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||6,0933860830543|7.27125E+14|
828002423|DISCOLMETS|204|15272_204|BOYACÁ|FIRAVITOBA|ALIADA|15272|DROGUERIA OMY SALUD|CALLE 7 # 3A 31 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,33235226020205|7.2684E+14|
828002423|DISCOLMETS|205|18001_205|CAQUETÁ|FLORENCIA|PROPIA|18001|DISCOLMETS_FLORENCIA|CARRERA 9B # 6. 31 BARRIO LAS AVENIDAS|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM / SÁBADO: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI||6,04219757259974|7.26372E+14|
800149695|CRUZ VERDE|206|18001_206|CAQUETÁ|FLORENCIA|PROPIA|18001|CRUZ VERDE FLORENCIA|Carrera 9 # 17 50 Barrio 7 de Agosto|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 7:00 am a 7:00 pm/ Sábados 8:00 am a 6:00 pm /Domingos 8:00 am a 1:00 pm y de 2:00 pm a 5:00 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||5.565425206702009|73.45047498|
800149695|CRUZ VERDE|208|68276_208|SANTANDER|FLORIDABLANCA|PROPIA|68276|CRUZ VERDE CENTRO COMERCIAL CAÑAVERAL|Calle 30# 25 71 Local 248|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Viernes 7:00 a.m. a 6:00 p.m. sábados 8:00 a.m. a 6:00 p.m. /Domingos 9:00 a.m. a 6:00 p.m.|SI|NO|NO|SI|NO|SI|PBS|NO|NO|SI||1,97406|757947|
802000608|SUMINISTROS Y DOTACIONES|209|44279_209|LA GUAJIRA|FONSECA|PROPIA|44279|SUMINISTROS Y DOTACIONES|CARRERA 16 # 13 44 LOCAL 2 3|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6,23033660169|7.26903E+11|
900057926|MEDICINA Y TECNOLOGIA EN SALUD MYT|210|81300_210|ARAUCA|FORTUL|PROPIA|81300|FARMACIA MYT SEDE FORTUL|Cra 16 # 16 13 B. Ramírez|PUNTO FÍSICO|NO APLICA|3204912893|Lunes a Viernes 7 am a 12 am y 2 pm a 6 pm Sabado 8 a 11 am|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||2,11302|758249|
900716566|INSUMEDIC|211|25286_211|CUNDINAMARCA|FUNZA|ALIADA|25286|DROGUERIA CAÑAHUATE FUNZA|Calle 11 No 15 91 Barrio Chaguya|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm. Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||5,90967401300653|7.27808E+14|3
816001182|AUDIFARMA|212|25290_212|CUNDINAMARCA|FUSAGASUGÁ|PROPIA|25290|CAF FUSAGASUGA|CARERRA 6 # 12 20|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 7:00 PM /SÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|213|25290_213|CUNDINAMARCA|FUSAGASUGÁ|PROPIA|25290|CRUZ VERDE FUSAGASUGÁ|Calle 7 Nº. 6 41|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 6:00 am a 7:00 pm /Sábados 7:00 am a 6:30 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||3,06647|75139|
800149695|CRUZ VERDE|214|8296_214|ATLANTICO|GALAPA|ALIADA|8296|DISPENSARIO 3137|Calle 10 # 19 54|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 8:00 AM 5:00 PM Sabados, domingos y festivos no hay servicio|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||2,75|75567|
900716566|INSUMEDIC|215|25299_215|CUNDINAMARCA|GAMA|ALIADA|25299|DROGUERÍA JHBB|CALLE 5 # 3 51 CENTRO|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||2,483|75733|1
